	100CHE6KO	101CHE6WT	104CHE6KO	106CHE6WT	107CHE6KO	108CHE6KO	10CMK6KO	110CHE6WT	111CHE6KO	112CHE6KO	113CHE6WT	114CHE6WT	116CHE6KO	11CMK6WT	12CMK6WT	14CMK6KO	16CMK6KO	17CMK6WT	18CMK6KO	19CMK6WT	1CMK6WT	20CMK6KO	21CMK6WT	22CMK6KO	23CMK6WT	24CMK6KO	25CMK6KO	26CMK6WT	27CMK6WT	28CMK6KO	29CMK6WT	2CMK6KO	30CMK6KO	32CMK6KO	33CMK6WT	34CMK6KO	35CMK6KO	36CMK6WT	37CMK6WT	3CMK6WT	40CMK6WT	41CMK8WT	42CMK8KO	43CMK8WT	44CMK8KO	45CMK8WT	46CMK8WT	48CMK8KO	49CMK8KO	4CMK6KO	50CMK8KO	51CMK8WT	52CMK8WT	53CMK8HET	54CMK8KO	55CMK8HET	56CMK8KO	58CMK8KO	59CMK8WT	5CMK6WT	60CMK8KO	61CMK8WT	62CMK8KO	64CMK8KO	65CMK8KO	66CMK8WT	67CMK8WT	68CMK8KO	69CMK8WT	6CMK6WT	70CMK8KO	71CMK8WT	72CMK8KO	73CMK8WT	74CMK8KO	76CMK8WT	78CMK8KO	79CMK8KO	7CMK6KO	80CMK8WT	81CHE6WT	82CHE6WT	83CHE6KO	84CHE6KO	85CHE6WT	86CHE6WT	87CHE6KO	88CHE6KO	89CHE6WT	8CMK6KO	90CHE6WT	91CHE6KO	92CHE6KO	93CHE6WT	96CHE6KO	97CHE6WT	98CHE6WT	99CHE6KO	9CMK6KO
113CHE6WT	0.144473122	0.256551289	0.133109163	0.13004477	0.261888728	0.162835467	0.170404303	0.117782912	0.225338738	0.290872238	0.0	0.094482937	0.136128393	0.181870667	0.168871628	0.19094384	0.153598909	0.164396301	0.185861607	0.291973934	0.303787879	0.210309588	0.198270413	0.253251024	0.289431954	0.204867118	0.287128543	0.216288727	0.169296513	0.278007245	0.292365664	0.259271692	0.112568228	0.27563802	0.320335152	0.163652163	0.247793717	0.2785803	0.200136474	0.337904619	0.269943566	0.2878834	0.262982778	0.280145044	0.286278692	0.274155114	0.230696938	0.178720334	0.118992898	0.246445835	0.350664257	0.204402866	0.239716068	0.256884449	0.242433475	0.220392445	0.147500436	0.242220947	0.262148228	0.301613924	0.217995872	0.145230642	0.122187956	0.148234851	0.269597117	0.255992693	0.246929174	0.160406544	0.271708988	0.128453841	0.20887299	0.23259205	0.242253219	0.139012483	0.278012293	0.201259528	0.239535109	0.176091374	0.099428444	0.263742474	0.215162693	0.24240193	0.188631933	0.25713789	0.257446675	0.249992983	0.215076064	0.164681709	0.283542922	0.216032249	0.255163568	0.219005694	0.275193121	0.143200562	0.104053084	0.221455061	0.252481728	0.17597275	0.19003602
114CHE6WT	0.102545161	0.224312422	0.083956736	0.102191355	0.199170539	0.114347054	0.135647666	0.057959171	0.191640139	0.230175317	0.094482937	0.0	0.147004244	0.161709068	0.140239047	0.177801253	0.11951624	0.185701868	0.150083858	0.237222423	0.25183889	0.172329895	0.156349744	0.220933823	0.249023359	0.175196559	0.24843949	0.192025348	0.155400404	0.231498722	0.259778307	0.206110355	0.100105121	0.265682233	0.267510431	0.137444388	0.233827704	0.238891203	0.179877125	0.283027846	0.269358565	0.237867655	0.220765911	0.244092089	0.245691139	0.253192593	0.191067819	0.146354669	0.100653993	0.194693532	0.29372338	0.173105087	0.199946703	0.212134316	0.228927394	0.198099534	0.154328719	0.218375978	0.214780535	0.265124845	0.169499819	0.135415887	0.109206819	0.124036362	0.246928458	0.23113487	0.221586039	0.131876299	0.240658577	0.130802634	0.162660249	0.209364399	0.22809855	0.127543416	0.247224064	0.184765489	0.229043834	0.174035085	0.132012161	0.261096549	0.156168856	0.188590813	0.146634196	0.207008901	0.208347816	0.200121356	0.183364709	0.114248072	0.236310187	0.183992438	0.201764905	0.171899109	0.221294232	0.118320501	0.102604943	0.169352114	0.203074487	0.129195273	0.149832613
116CHE6KO	0.201164999	0.327591414	0.198917384	0.206895799	0.308375049	0.236950976	0.244884926	0.143754199	0.296545381	0.341194181	0.136128393	0.147004244	0.0	0.258538722	0.235652299	0.276730155	0.228250568	0.183664364	0.259364968	0.347947431	0.361951584	0.281394495	0.270135812	0.332405041	0.359603097	0.280221761	0.354394388	0.29643638	0.246225898	0.34256564	0.354957009	0.319774119	0.173301077	0.361012441	0.378134717	0.232948796	0.333614832	0.344176245	0.271921759	0.396752844	0.355970297	0.345006537	0.336429067	0.356966135	0.362704143	0.362841819	0.292020039	0.258601947	0.195965925	0.306411458	0.40520796	0.262706927	0.311341943	0.323096942	0.330686994	0.305929056	0.231460647	0.323743832	0.325045711	0.370591127	0.279793389	0.213763833	0.183728411	0.225412946	0.349468626	0.326132604	0.322825145	0.214160943	0.343800839	0.170564826	0.274839385	0.317409047	0.336266986	0.220237132	0.359578098	0.287210721	0.323382232	0.266223243	0.187625763	0.352531583	0.27498056	0.292919611	0.235722034	0.300589607	0.312378392	0.308443206	0.287807969	0.227387052	0.327570287	0.289982552	0.307803133	0.263553163	0.325985006	0.203160249	0.173732367	0.276951584	0.305080879	0.238616423	0.247405359
11CMK6WT	0.132260317	0.193606868	0.133185422	0.162521565	0.189083809	0.111169138	0.076766568	0.159655763	0.168717653	0.225026871	0.181870667	0.161709068	0.258538722	0.0	0.080249365	0.075833745	0.108703416	0.220168026	0.0995238	0.170293207	0.187369634	0.105099407	0.107434164	0.140824445	0.173650153	0.098814263	0.173849192	0.112264988	0.144123206	0.165376026	0.179488921	0.168298289	0.150091081	0.163990313	0.207669873	0.126834436	0.12886003	0.164978075	0.099001327	0.219638342	0.168752827	0.161527677	0.157744605	0.175987421	0.178990319	0.167350167	0.125864701	0.094496549	0.139443769	0.139187044	0.235984552	0.085618687	0.132138611	0.139385584	0.128100522	0.10514671	0.115546411	0.125613194	0.146728343	0.188181475	0.109584693	0.172639225	0.143450837	0.09449169	0.154429774	0.142589944	0.145630055	0.141529837	0.151616135	0.156557544	0.101636167	0.116712219	0.140676228	0.136215266	0.18416988	0.094730167	0.139704914	0.118295243	0.150335309	0.168834395	0.153079192	0.168802865	0.133284	0.180432711	0.199118632	0.188805316	0.155399769	0.122839074	0.224406969	0.111490742	0.187534051	0.156073183	0.206972752	0.142400013	0.192022737	0.162229408	0.189005377	0.132670615	0.090825815
12CMK6WT	0.128891838	0.219753743	0.123512207	0.140495006	0.214931578	0.122284783	0.081627319	0.138314906	0.208260586	0.2545129	0.168871628	0.140239047	0.235652299	0.080249365	0.0	0.10491873	0.091376623	0.181963943	0.107935621	0.18850838	0.206615871	0.121840128	0.118442123	0.16715476	0.196707268	0.108535246	0.191911335	0.125668793	0.095224247	0.182798625	0.2022723	0.186107284	0.128434536	0.199689384	0.223496148	0.103266709	0.154836369	0.180731848	0.114499702	0.242390923	0.189803456	0.1776041	0.18892105	0.201647342	0.203552358	0.19147611	0.130948398	0.10453197	0.115745254	0.159518481	0.261669189	0.090575616	0.140399926	0.159189661	0.167467809	0.134917127	0.108558724	0.161245431	0.16658271	0.207639546	0.12112388	0.139812334	0.11489493	0.066616805	0.179510897	0.155996653	0.154662142	0.101189944	0.177873152	0.127986787	0.11859246	0.159876948	0.182482327	0.095446907	0.209798861	0.122637596	0.171255979	0.111924074	0.133821942	0.194318154	0.176163895	0.200358154	0.145676781	0.208250946	0.227179869	0.219006807	0.196140852	0.126831503	0.250196078	0.127795765	0.216734608	0.178919662	0.234080025	0.126652382	0.161358876	0.190665079	0.216220834	0.149343196	0.100075576
14CMK6KO	0.142042644	0.176457287	0.143961281	0.165383008	0.197354364	0.117463935	0.093428359	0.177287394	0.175976174	0.222383168	0.19094384	0.177801253	0.276730155	0.075833745	0.10491873	0.0	0.101896373	0.240214193	0.078358947	0.180091462	0.190965459	0.090157164	0.104160459	0.140932386	0.183944348	0.107717308	0.154478919	0.103996207	0.124295667	0.151621531	0.155490736	0.170503532	0.150732766	0.125999286	0.19940202	0.093902043	0.101592739	0.164312042	0.077425844	0.212680915	0.140850162	0.167437766	0.148612854	0.160937294	0.158090044	0.146862034	0.122023744	0.07995913	0.155375792	0.146624251	0.235189601	0.098577034	0.1242386	0.134602249	0.098212535	0.107101205	0.11903749	0.110129825	0.156158796	0.166422452	0.108756864	0.180587796	0.156239734	0.099240189	0.138512881	0.118839497	0.106818374	0.157035898	0.149046556	0.175712345	0.100316768	0.117823604	0.123881851	0.139507869	0.155085971	0.09841348	0.096134513	0.090771008	0.15247523	0.134744064	0.154902505	0.182197326	0.138400221	0.19751094	0.219142279	0.194844745	0.173873572	0.134474789	0.24142926	0.085476789	0.191478122	0.176453872	0.222026563	0.153067064	0.196031574	0.168306261	0.20934734	0.139095322	0.108726508
16CMK6KO	0.117251589	0.214957308	0.102352226	0.139409105	0.207940111	0.12769729	0.08369934	0.115462799	0.212798223	0.248345255	0.153598909	0.11951624	0.228250568	0.108703416	0.091376623	0.101896373	0.0	0.16352457	0.081172832	0.198334053	0.209471448	0.101431783	0.104035716	0.177881193	0.217803645	0.131190429	0.19119312	0.137922088	0.118465568	0.186220116	0.198317311	0.171705467	0.109464743	0.210951745	0.216550983	0.0893246	0.173605358	0.192940119	0.124516049	0.231607068	0.213796135	0.183616363	0.181910311	0.198854565	0.196117775	0.196823541	0.136696169	0.093947687	0.092269359	0.145774058	0.24914374	0.120232825	0.153153141	0.158730898	0.16592114	0.139962828	0.113221079	0.161685128	0.175898661	0.210033635	0.121193545	0.112267669	0.091897203	0.061062284	0.184757962	0.171916078	0.160338675	0.105165571	0.188176437	0.112573596	0.116172035	0.157821449	0.17933881	0.099056228	0.199686462	0.130615495	0.172258544	0.114184745	0.111985113	0.206175925	0.165554978	0.203716035	0.156481052	0.217116809	0.236338274	0.218061928	0.204250249	0.126768036	0.259137731	0.110564488	0.216827063	0.194948093	0.240002606	0.144190781	0.141438521	0.18565267	0.228779201	0.141488347	0.100365177
17CMK6WT	0.218012563	0.333201652	0.208074206	0.219168095	0.305674359	0.248878182	0.199015152	0.187843393	0.323190223	0.358225613	0.164396301	0.185701868	0.183664364	0.220168026	0.181963943	0.240214193	0.16352457	0.0	0.20530214	0.260990023	0.315267654	0.228183325	0.21397462	0.260307347	0.288495945	0.215878185	0.292493864	0.237701134	0.167608598	0.295741474	0.326042521	0.274275731	0.177442049	0.339441437	0.313043745	0.204919544	0.28429751	0.273390867	0.247165723	0.350220926	0.330638317	0.276821539	0.308006145	0.328691813	0.320364793	0.317199069	0.211998015	0.221831129	0.145356073	0.240217358	0.362741028	0.229873523	0.271708953	0.269882748	0.29992037	0.260390212	0.190770767	0.28599032	0.239492147	0.331784113	0.222793435	0.128895147	0.130341225	0.170303604	0.28101942	0.249105046	0.262110313	0.119962531	0.299131275	0.112205612	0.236514389	0.281036111	0.309274816	0.147272464	0.329986666	0.248320505	0.301126614	0.241271377	0.135199609	0.328443683	0.276189458	0.310650253	0.258729832	0.316587985	0.325458532	0.330307738	0.307690483	0.233927546	0.342195017	0.235841534	0.327253133	0.277824971	0.337585024	0.228447695	0.181966897	0.293022948	0.322889629	0.253608277	0.187536541
18CMK6KO	0.108592647	0.176395842	0.120783504	0.160495405	0.167813371	0.101545356	0.07509655	0.143463649	0.173752983	0.203109807	0.185861607	0.150083858	0.259364968	0.0995238	0.107935621	0.078358947	0.081172832	0.20530214	0.0	0.157176685	0.166884994	0.051349699	0.06598983	0.134707569	0.173101223	0.095372401	0.145275738	0.097613972	0.12490494	0.140858538	0.158529693	0.131507679	0.133354079	0.164090785	0.173647577	0.098957122	0.132799304	0.151777591	0.088086677	0.19144546	0.171588593	0.149132155	0.139330875	0.146607997	0.150941217	0.149297617	0.089053375	0.063943399	0.124286949	0.112867294	0.214326134	0.093953207	0.114202195	0.130195716	0.124704822	0.10757857	0.147336987	0.110516744	0.140519087	0.159326459	0.069177205	0.143826675	0.128343577	0.083284046	0.146272724	0.129060606	0.117936621	0.143022209	0.149039919	0.147276142	0.072872297	0.120638365	0.12892493	0.11317252	0.15055451	0.088684087	0.129336732	0.126358387	0.144671941	0.164217851	0.131344824	0.172982733	0.13091739	0.191769975	0.205337202	0.176234212	0.172022415	0.105091468	0.227291811	0.07094559	0.177407253	0.164083059	0.20797244	0.163612483	0.168342749	0.148888808	0.194654191	0.106617381	0.076819711
19CMK6WT	0.215124712	0.169372477	0.222169437	0.26077987	0.11655463	0.181614771	0.164532743	0.231724266	0.125319918	0.146114868	0.291973934	0.237222423	0.347947431	0.170293207	0.18850838	0.180091462	0.198334053	0.260990023	0.157176685	0.0	0.083678971	0.128904888	0.135179021	0.07066899	0.052220782	0.122196548	0.087927903	0.114851045	0.203658359	0.080021069	0.121766882	0.13224468	0.226090586	0.13487889	0.084488664	0.207935999	0.130212343	0.06746618	0.151772206	0.125567359	0.180204182	0.072987324	0.087631806	0.101591744	0.095930268	0.098777304	0.109034158	0.152228836	0.220299736	0.099064623	0.132372097	0.186791228	0.094199624	0.078356797	0.111701477	0.143145851	0.235458002	0.098832453	0.123321294	0.11681464	0.107082332	0.212423554	0.228447386	0.193454707	0.082473289	0.117131377	0.112676726	0.208943968	0.093733792	0.252776591	0.130394604	0.11767797	0.112644765	0.197632387	0.108616775	0.136198612	0.156703277	0.220013346	0.247079212	0.152524994	0.146882965	0.125955744	0.218696383	0.143145204	0.135376009	0.117093085	0.154260126	0.195140935	0.164971252	0.140409481	0.1273473	0.169483662	0.142306731	0.254957596	0.281113442	0.138297169	0.140437252	0.177467018	0.170230262
1CMK6WT	0.223580797	0.152845902	0.233171416	0.275305729	0.101234515	0.195748254	0.178885778	0.242929217	0.136193783	0.094026697	0.303787879	0.25183889	0.361951584	0.187369634	0.206615871	0.190965459	0.209471448	0.315267654	0.166884994	0.083678971	0.0	0.140048429	0.155158408	0.109739891	0.085717039	0.151087647	0.088660934	0.14493329	0.24815495	0.065785598	0.081692815	0.145027453	0.243167097	0.128349223	0.046015623	0.222715592	0.144644748	0.083559345	0.162594773	0.067292762	0.180320397	0.067442289	0.086655315	0.064763759	0.069813431	0.090239981	0.142524369	0.168667147	0.237187143	0.111611008	0.08546673	0.202094869	0.099900651	0.088031112	0.117308898	0.154308544	0.250699095	0.107646942	0.176615551	0.070434445	0.129233143	0.258797679	0.245100057	0.210996186	0.11208589	0.156191296	0.142964199	0.251751145	0.080635951	0.26148821	0.143085665	0.124652743	0.1149137	0.23238446	0.078244598	0.148442537	0.159720422	0.238778375	0.266270047	0.149178253	0.153094888	0.133671617	0.232170604	0.154396579	0.13387865	0.107391852	0.168008143	0.202427792	0.146467453	0.14783268	0.115276717	0.187433055	0.12132634	0.268931151	0.289861143	0.152720478	0.142933199	0.184287665	0.185174381
20CMK6KO	0.132166936	0.154457893	0.144673237	0.181252208	0.143895736	0.111870613	0.090970729	0.16599717	0.15186324	0.178845928	0.210309588	0.172329895	0.281394495	0.105099407	0.121840128	0.090157164	0.101431783	0.228183325	0.051349699	0.128904888	0.140048429	0.0	0.082574937	0.113323966	0.144536588	0.096371086	0.126084871	0.090293877	0.153711409	0.121729801	0.135682724	0.112241058	0.154861256	0.14367495	0.149943264	0.123852279	0.112373237	0.128700816	0.081538418	0.165330717	0.152437874	0.121246164	0.115555088	0.127533648	0.13095189	0.128994464	0.072505566	0.078745832	0.145695974	0.091446691	0.185310151	0.109418602	0.093529484	0.105091035	0.103805555	0.112234591	0.156823196	0.089545235	0.140923322	0.137654012	0.0474991	0.163348176	0.150711464	0.105683441	0.126438917	0.110253255	0.100738218	0.163874306	0.123684274	0.172670817	0.06447823	0.09742417	0.109508993	0.141708167	0.132887471	0.083680608	0.112050309	0.143792004	0.168699802	0.14646127	0.112557361	0.15146221	0.145726321	0.170302128	0.183000553	0.157074595	0.151915618	0.121207255	0.207186524	0.044539151	0.156302754	0.145323422	0.187137687	0.18186693	0.192491346	0.128278543	0.17401781	0.09929764	0.093512302
21CMK6WT	0.120925663	0.19772625	0.134132566	0.176427211	0.166774855	0.102119114	0.086579918	0.152259573	0.180281701	0.200659105	0.198270413	0.156349744	0.270135812	0.107434164	0.118442123	0.104160459	0.104035716	0.21397462	0.06598983	0.135179021	0.155158408	0.082574937	0.0	0.136956975	0.158269463	0.105297991	0.167636216	0.113457588	0.146732498	0.147712554	0.174097901	0.114652125	0.134627465	0.183636893	0.162878147	0.114208116	0.148873532	0.163183439	0.100333309	0.185256298	0.189693591	0.153773253	0.129082293	0.156004377	0.144728815	0.164139343	0.111462453	0.064285315	0.131803995	0.103020268	0.199659912	0.110170281	0.112266507	0.120723502	0.143126864	0.116548782	0.162977005	0.134897034	0.139465635	0.179514553	0.079198271	0.128138749	0.146725887	0.109856894	0.165647016	0.15456225	0.134312187	0.161848825	0.160337331	0.168378992	0.070938263	0.134903781	0.147909966	0.13260598	0.155473968	0.106055771	0.150552112	0.138502979	0.150235387	0.180339983	0.140163698	0.180083173	0.146975062	0.204222439	0.207604358	0.1797643	0.179821155	0.108446674	0.237520711	0.086791718	0.189829445	0.178700429	0.216074622	0.182370681	0.179475525	0.164172792	0.205863563	0.111803397	0.104278413
22CMK6KO	0.199576912	0.175396977	0.203520391	0.23801279	0.142624852	0.165743983	0.133668333	0.21858269	0.114596292	0.161823884	0.253251024	0.220933823	0.332405041	0.140824445	0.16715476	0.140932386	0.177881193	0.260307347	0.134707569	0.07066899	0.109739891	0.113323966	0.136956975	0.0	0.065481632	0.087663402	0.085088397	0.076628417	0.183695789	0.075382909	0.133572242	0.138017384	0.207243096	0.123336828	0.104331058	0.194078035	0.096608141	0.068990006	0.125349612	0.148580751	0.136667032	0.097243828	0.094522824	0.107050256	0.105699392	0.090537762	0.091747612	0.131483626	0.196172752	0.108283745	0.154854207	0.17599744	0.07992198	0.068454549	0.093288609	0.095689175	0.195440272	0.067534271	0.112405114	0.118929236	0.087110068	0.209134984	0.2076166	0.161478213	0.064621557	0.087825135	0.086433862	0.19540409	0.09848813	0.241818061	0.117507422	0.081640178	0.089369563	0.177858453	0.109008329	0.090052768	0.114877191	0.177729542	0.218023702	0.117539744	0.136902275	0.136414276	0.197073715	0.156214184	0.149080413	0.126095003	0.118997492	0.179102801	0.180397008	0.127276191	0.139042384	0.154260908	0.154003209	0.220211578	0.267877696	0.138053767	0.15167657	0.162580496	0.158449482
23CMK6WT	0.23049343	0.174783835	0.235505889	0.270202454	0.128713322	0.196576383	0.169742301	0.245625452	0.119958684	0.13833355	0.289431954	0.249023359	0.359603097	0.173650153	0.196707268	0.183944348	0.217803645	0.288495945	0.173101223	0.052220782	0.085717039	0.144536588	0.158269463	0.065481632	0.0	0.120404754	0.080325391	0.113920159	0.223202051	0.073723729	0.125692744	0.148041884	0.234206374	0.123158194	0.083452652	0.227547533	0.135358939	0.05624555	0.155604636	0.125377325	0.172652894	0.079281516	0.089369484	0.092411894	0.093294246	0.077806096	0.127049058	0.165984956	0.226867854	0.115870005	0.125283401	0.203933704	0.101838574	0.083892391	0.113709973	0.142022815	0.240922202	0.094144819	0.145176132	0.104313542	0.123070186	0.240493106	0.245132518	0.200553041	0.075983445	0.131492735	0.127363006	0.22512445	0.085197896	0.270187267	0.148841154	0.114029902	0.106544657	0.211574169	0.099702151	0.133435126	0.153953753	0.222425174	0.251983136	0.141957672	0.163390397	0.130103912	0.229165935	0.14956434	0.132939567	0.112937501	0.14888562	0.210119843	0.166189826	0.157237247	0.1289923	0.17960118	0.138315745	0.249579644	0.2988482	0.149856425	0.140804236	0.19344347	0.18870355
24CMK6KO	0.148405556	0.187078131	0.157414319	0.190220858	0.158739672	0.117705445	0.084706763	0.169004998	0.14619228	0.193253472	0.204867118	0.175196559	0.280221761	0.098814263	0.108535246	0.107717308	0.131190429	0.215878185	0.095372401	0.122196548	0.151087647	0.096371086	0.105297991	0.087663402	0.120404754	0.0	0.130639581	0.056174825	0.138232759	0.110626247	0.159978192	0.147952736	0.163034456	0.15942685	0.151898792	0.150974519	0.111603839	0.097898008	0.08057174	0.189577239	0.139640408	0.115230044	0.128655702	0.145368952	0.143561154	0.124884562	0.067509648	0.094950094	0.15113979	0.113374495	0.202836455	0.116843866	0.093484234	0.097156069	0.122348675	0.092159877	0.157348174	0.096040825	0.117166188	0.15040178	0.070544874	0.18077721	0.150723446	0.103073879	0.112880383	0.106126115	0.100954366	0.147178866	0.120963812	0.184957025	0.0844433	0.096218604	0.121883585	0.133628001	0.145370273	0.055209818	0.115077169	0.13175518	0.175377464	0.140760126	0.136848125	0.149263674	0.140392389	0.156914834	0.163569077	0.154005567	0.132531474	0.127573861	0.19411649	0.112304753	0.161278844	0.134141392	0.172727549	0.166040254	0.21504118	0.139342909	0.16244349	0.122820434	0.10003325
25CMK6KO	0.220601743	0.137269756	0.221987106	0.258040929	0.133533707	0.18670031	0.170849452	0.245334093	0.133234509	0.130082091	0.287128543	0.24843949	0.354394388	0.173849192	0.191911335	0.154478919	0.19119312	0.292493864	0.145275738	0.087927903	0.088660934	0.126084871	0.167636216	0.085088397	0.080325391	0.130639581	0.0	0.097269422	0.19006873	0.05327111	0.079830207	0.170237435	0.231367601	0.093388283	0.080436875	0.19909598	0.10990137	0.062232327	0.134293005	0.112372644	0.144767701	0.073598751	0.095047589	0.064491917	0.069255711	0.060459605	0.115690605	0.159396147	0.234333809	0.142558552	0.134403874	0.186753997	0.094658857	0.08432577	0.0890534	0.138327448	0.227052969	0.07436022	0.144509107	0.060362839	0.125534807	0.225689847	0.233275519	0.182660266	0.052953226	0.09757495	0.082726025	0.221302165	0.068521175	0.264399612	0.140020511	0.100234819	0.09004712	0.193373098	0.066127196	0.125307751	0.122842686	0.203875197	0.251715141	0.112412709	0.151879654	0.126817259	0.217322454	0.147574415	0.14505795	0.114878902	0.164195749	0.202552068	0.163116197	0.133730712	0.116088281	0.180506223	0.140886532	0.254003591	0.283520665	0.144596056	0.140854407	0.183947685	0.184708705
26CMK6WT	0.163164113	0.175284048	0.169490502	0.200322535	0.163093697	0.12740445	0.10467073	0.190033809	0.141638249	0.188326537	0.216288727	0.192025348	0.29643638	0.112264988	0.125668793	0.103996207	0.137922088	0.237701134	0.097613972	0.114851045	0.14493329	0.090293877	0.113457588	0.076628417	0.113920159	0.056174825	0.097269422	0.0	0.135274652	0.100440774	0.137681981	0.147636281	0.175793411	0.135166659	0.137847003	0.148772202	0.09014945	0.090266787	0.071197531	0.17745907	0.117278021	0.118789073	0.117264263	0.129871991	0.127711077	0.108439917	0.068488231	0.099788595	0.165115971	0.125966676	0.197650074	0.131346305	0.083530311	0.084485488	0.10095453	0.088812826	0.167321307	0.078009992	0.113098935	0.127344911	0.083147251	0.178902747	0.175578047	0.12175024	0.082287882	0.072990328	0.066277947	0.169761391	0.109883183	0.206799418	0.087010445	0.083931397	0.103664742	0.12926583	0.12689648	0.053065207	0.10433366	0.135977009	0.187223217	0.120418863	0.135917524	0.149213977	0.16085329	0.166635043	0.176553868	0.150769296	0.138240133	0.144269482	0.204803519	0.103657552	0.156283795	0.153668161	0.182718108	0.187978551	0.225238723	0.140264928	0.170062977	0.130543899	0.128838315
27CMK6WT	0.157351987	0.242897668	0.148678138	0.149540647	0.258572857	0.156738512	0.129042922	0.165335721	0.245509993	0.285205321	0.169296513	0.155400404	0.246225898	0.144123206	0.095224247	0.124295667	0.118465568	0.167608598	0.12490494	0.203658359	0.24815495	0.153711409	0.146732498	0.183695789	0.223202051	0.138232759	0.19006873	0.135274652	0.0	0.20949611	0.217036747	0.220621501	0.133383303	0.211284593	0.243517741	0.103351908	0.169401104	0.202665371	0.132730213	0.277884128	0.194329043	0.219263403	0.225192031	0.227548359	0.219652865	0.213885735	0.145581767	0.129668545	0.130030583	0.19832393	0.306609792	0.125383223	0.183212227	0.194751832	0.19105494	0.178011394	0.138024587	0.190252588	0.170134763	0.225249107	0.153320861	0.124017571	0.125486199	0.093450094	0.181930622	0.14554546	0.140061171	0.100414959	0.210982577	0.143633204	0.145951283	0.192424783	0.203769608	0.076609822	0.221811616	0.152468671	0.17621631	0.119122433	0.139788251	0.195552961	0.213049614	0.239596831	0.17002665	0.239744977	0.273963704	0.254921832	0.234847989	0.156959422	0.289716379	0.156743314	0.251883659	0.220901697	0.27499862	0.158435827	0.162258127	0.219253104	0.256087447	0.178536391	0.147370049
28CMK6KO	0.210816909	0.139611208	0.21488053	0.249726469	0.106210329	0.175382924	0.145041202	0.230206025	0.117844977	0.116901087	0.278007245	0.231498722	0.34256564	0.165376026	0.182798625	0.151621531	0.186220116	0.295741474	0.140858538	0.080021069	0.065785598	0.121729801	0.147712554	0.075382909	0.073723729	0.110626247	0.05327111	0.100440774	0.20949611	0.0	0.081166041	0.145440181	0.218423899	0.096350585	0.070589187	0.197145616	0.116719502	0.050576147	0.126612827	0.101878982	0.143483867	0.057746621	0.072978199	0.056464663	0.051392083	0.057247551	0.115877723	0.139673061	0.209856133	0.111417146	0.116915532	0.179478261	0.072627367	0.063559092	0.08637468	0.123828042	0.220878929	0.06412108	0.144324653	0.062492657	0.101160833	0.238811781	0.219240799	0.171222978	0.07169607	0.114273444	0.100893447	0.225796157	0.052767745	0.249305264	0.124204655	0.088190101	0.081446696	0.202026918	0.054082824	0.106410389	0.121905828	0.195533257	0.240194385	0.114415393	0.137837038	0.114882659	0.207551302	0.135198395	0.11918566	0.092057372	0.146048381	0.187990294	0.146368641	0.129019494	0.100402303	0.163915817	0.12091598	0.240954543	0.277446029	0.13459232	0.120487769	0.172535335	0.169056203
29CMK6WT	0.22324539	0.135961885	0.228758117	0.247928132	0.127753984	0.199687815	0.183751111	0.255955358	0.142371688	0.126808008	0.292365664	0.259778307	0.354957009	0.179488921	0.2022723	0.155490736	0.198317311	0.326042521	0.158529693	0.121766882	0.081692815	0.135682724	0.174097901	0.133572242	0.125692744	0.159978192	0.079830207	0.137681981	0.217036747	0.081166041	0.0	0.178429568	0.239120422	0.075338344	0.09460841	0.189457595	0.109765079	0.098874318	0.122668034	0.100554509	0.13387318	0.086667054	0.10747164	0.066285534	0.067187078	0.079772964	0.149157772	0.163401244	0.245663898	0.148506491	0.130358473	0.172079724	0.108104356	0.112878281	0.088402579	0.163650939	0.234673972	0.094675507	0.18976842	0.059798942	0.140520314	0.260172198	0.237190686	0.190555459	0.095252779	0.123911643	0.109746556	0.2464499	0.071419752	0.261520187	0.13987567	0.105211572	0.093582929	0.218302349	0.063593553	0.138202454	0.102954809	0.187888136	0.261474806	0.097717054	0.159169309	0.13966048	0.218692865	0.153681442	0.152195177	0.123564587	0.177628962	0.208808129	0.156683832	0.124610517	0.115511984	0.187737136	0.138451857	0.258633152	0.277209356	0.156584001	0.149611582	0.18748341	0.183848776
2CMK6KO	0.179936638	0.180616573	0.191226879	0.237865524	0.134260052	0.151236731	0.141662457	0.20062321	0.162765612	0.179886202	0.259271692	0.206110355	0.319774119	0.168298289	0.186107284	0.170503532	0.171705467	0.274275731	0.131507679	0.13224468	0.145027453	0.112241058	0.114652125	0.138017384	0.148041884	0.147952736	0.170237435	0.147636281	0.220621501	0.145440181	0.178429568	0.0	0.207737314	0.18848631	0.142292968	0.198508863	0.170417071	0.155413058	0.14723453	0.165955427	0.215609608	0.144936578	0.10301793	0.157336696	0.151407934	0.167374806	0.122595266	0.128560928	0.183893336	0.070009557	0.151446591	0.177497802	0.108016334	0.120501803	0.148634169	0.173561511	0.226299934	0.138690189	0.195764006	0.184094976	0.11037551	0.218191972	0.213571356	0.181953629	0.168720943	0.179663625	0.156701908	0.223063236	0.16164072	0.230767809	0.112812682	0.132352738	0.150714833	0.207657763	0.158503425	0.142973346	0.167347671	0.205874004	0.21903091	0.18773594	0.113709215	0.160585462	0.196104709	0.182338058	0.189048679	0.159928443	0.173566144	0.157064345	0.219202228	0.117389535	0.169662314	0.167537322	0.197077897	0.23248655	0.240695284	0.144550443	0.186047148	0.137016704	0.153363244
