	100CHE6KO	101CHE6WT	104CHE6KO	106CHE6WT	107CHE6KO	108CHE6KO	10CMK6KO	110CHE6WT	111CHE6KO	112CHE6KO	113CHE6WT	114CHE6WT	116CHE6KO	11CMK6WT	12CMK6WT	14CMK6KO	16CMK6KO	17CMK6WT	18CMK6KO	19CMK6WT	1CMK6WT	20CMK6KO	21CMK6WT	22CMK6KO	23CMK6WT	24CMK6KO	25CMK6KO	26CMK6WT	27CMK6WT	28CMK6KO	29CMK6WT	2CMK6KO	30CMK6KO	32CMK6KO	33CMK6WT	34CMK6KO	35CMK6KO	36CMK6WT	37CMK6WT	3CMK6WT	40CMK6WT	41CMK8WT	42CMK8KO	43CMK8WT	44CMK8KO	45CMK8WT	46CMK8WT	48CMK8KO	49CMK8KO	4CMK6KO	50CMK8KO	51CMK8WT	52CMK8WT	53CMK8HET	54CMK8KO	55CMK8HET	56CMK8KO	58CMK8KO	59CMK8WT	5CMK6WT	60CMK8KO	61CMK8WT	62CMK8KO	64CMK8KO	65CMK8KO	66CMK8WT	67CMK8WT	68CMK8KO	69CMK8WT	6CMK6WT	70CMK8KO	71CMK8WT	72CMK8KO	73CMK8WT	74CMK8KO	76CMK8WT	78CMK8KO	79CMK8KO	7CMK6KO	80CMK8WT	81CHE6WT	82CHE6WT	83CHE6KO	84CHE6KO	85CHE6WT	86CHE6WT	87CHE6KO	88CHE6KO	89CHE6WT	8CMK6KO	90CHE6WT	91CHE6KO	92CHE6KO	93CHE6WT	96CHE6KO	97CHE6WT	98CHE6WT	99CHE6KO	9CMK6KO
68CMK8KO	0.157142996	0.267167599	0.145196677	0.147902672	0.250738484	0.177704429	0.132409655	0.137634846	0.254164838	0.296593112	0.160406544	0.131876299	0.214160943	0.141529837	0.101189944	0.157035898	0.105165571	0.119962531	0.143022209	0.208943968	0.251751145	0.163874306	0.161848825	0.19540409	0.22512445	0.147178866	0.221302165	0.169761391	0.100414959	0.225796157	0.2464499	0.223063236	0.13357838	0.254685538	0.252133122	0.128956525	0.206238107	0.204160232	0.17170029	0.292050363	0.246063748	0.206582024	0.23952767	0.256179236	0.252960516	0.245378728	0.14823863	0.15640611	0.114179658	0.196806031	0.302684133	0.143883326	0.20232691	0.205112601	0.224612273	0.190343381	0.127750206	0.211101217	0.19768342	0.257917848	0.15824462	0.115685046	0.085020508	0.094337449	0.213300355	0.187270011	0.188706606	0.0	0.224127346	0.109258153	0.17111737	0.207447362	0.235264829	0.088289857	0.260447855	0.17597282	0.218168817	0.164561786	0.124154016	0.246904698	0.215294951	0.239192412	0.182999525	0.241282612	0.259837045	0.262659269	0.238922192	0.171435983	0.271701916	0.172503667	0.257165898	0.201894064	0.269642573	0.14395109	0.147713766	0.225039887	0.254355156	0.188816172	0.116607804
69CMK8WT	0.212258738	0.135112901	0.213299071	0.240252696	0.122262512	0.179462001	0.153807559	0.241118396	0.116141044	0.129560042	0.271708988	0.240658577	0.343800839	0.151616135	0.177873152	0.149046556	0.188176437	0.299131275	0.149039919	0.093733792	0.080635951	0.123684274	0.160337331	0.09848813	0.085197896	0.120963812	0.068521175	0.109883183	0.210982577	0.052767745	0.071419752	0.16164072	0.218807634	0.087522878	0.094549642	0.193200719	0.099126911	0.06233799	0.118170196	0.111664143	0.132630398	0.064920572	0.08123521	0.068264638	0.066311188	0.067471592	0.13001394	0.14510702	0.219902554	0.126615655	0.139321429	0.17102102	0.083094596	0.079304705	0.082228893	0.132832047	0.212901006	0.069506693	0.1628151	0.072907342	0.12120978	0.248056832	0.217050572	0.170442781	0.069141685	0.115190695	0.10371575	0.224127346	0.0	0.245240251	0.12795571	0.080664412	0.076598261	0.200552121	0.066394145	0.107125298	0.112647393	0.18720151	0.237402316	0.10229237	0.145330825	0.11410755	0.207917869	0.130765478	0.125575423	0.104390001	0.147845972	0.192984937	0.151731458	0.122334035	0.105908208	0.163095772	0.130306261	0.234925964	0.272871906	0.136496407	0.12117536	0.17394963	0.167091938
6CMK6WT	0.157727911	0.27361595	0.148998482	0.159612507	0.255994171	0.18708495	0.144223144	0.135927261	0.269026491	0.306180429	0.128453841	0.130802634	0.170564826	0.156557544	0.127986787	0.175712345	0.112573596	0.112205612	0.147276142	0.252776591	0.26148821	0.172670817	0.168378992	0.241818061	0.270187267	0.184957025	0.264399612	0.206799418	0.143633204	0.249305264	0.261520187	0.230767809	0.114303207	0.270079333	0.281046497	0.141002178	0.237615332	0.253165483	0.184947113	0.294004984	0.272298981	0.245243817	0.251759115	0.269589211	0.269407093	0.268138147	0.186735473	0.167165771	0.098241889	0.194968366	0.317522792	0.163290157	0.221733389	0.23096601	0.235394866	0.213627832	0.131413275	0.231346204	0.235512793	0.278547819	0.178418701	0.114762599	0.077601509	0.11610805	0.257012184	0.236744502	0.234533289	0.109258153	0.245240251	0.0	0.178030219	0.224529207	0.24688911	0.109950404	0.273212474	0.194352683	0.237882068	0.181850887	0.095429267	0.270225717	0.221827676	0.258682535	0.202055214	0.265315741	0.280428214	0.276394776	0.254445651	0.179240362	0.290829033	0.17663295	0.273929287	0.224286817	0.285689648	0.169106565	0.124285005	0.241190008	0.271683653	0.195836437	0.141597371
70CMK8KO	0.1333068	0.172255963	0.142404843	0.178077002	0.146690222	0.093736725	0.091524223	0.159986302	0.153024748	0.180490278	0.20887299	0.162660249	0.274839385	0.101636167	0.11859246	0.100316768	0.116172035	0.236514389	0.072872297	0.130394604	0.143085665	0.06447823	0.070938263	0.117507422	0.148841154	0.0844433	0.140020511	0.087010445	0.145951283	0.124204655	0.13987567	0.112812682	0.147445606	0.15386282	0.15403004	0.119963051	0.122024571	0.135213518	0.072264248	0.171214355	0.157903212	0.129288312	0.114703278	0.133331482	0.130954094	0.13759712	0.091432022	0.059587684	0.140023062	0.097957609	0.194610635	0.098682978	0.089680946	0.098435349	0.116096919	0.108975709	0.159123788	0.107477077	0.139129462	0.14965888	0.063122852	0.163918282	0.151608004	0.115341571	0.135552045	0.127950535	0.108793908	0.17111737	0.12795571	0.178030219	0.0	0.09506217	0.114024737	0.139710161	0.131772561	0.071604114	0.119296911	0.128087206	0.16476712	0.152707652	0.118584847	0.158104394	0.152400157	0.179855174	0.186765143	0.157276135	0.157866438	0.108075215	0.212150698	0.070302353	0.160491428	0.149993936	0.192442437	0.18595249	0.186978772	0.140599371	0.178649258	0.100272972	0.108532848
71CMK8WT	0.181701804	0.151833673	0.183933549	0.213522972	0.139211878	0.144338329	0.120373551	0.208088446	0.110419624	0.15841603	0.23259205	0.209364399	0.317409047	0.116712219	0.159876948	0.117823604	0.157821449	0.281036111	0.120638365	0.11767797	0.124652743	0.09742417	0.134903781	0.081640178	0.114029902	0.096218604	0.100234819	0.083931397	0.192424783	0.088190101	0.105211572	0.132352738	0.192339502	0.102031864	0.135404142	0.172932873	0.084299975	0.092784488	0.094229252	0.149174315	0.117041592	0.096071384	0.088212388	0.103678638	0.103170156	0.083846888	0.113075238	0.112773438	0.183280302	0.110495147	0.171425313	0.144729168	0.06689025	0.074486647	0.071814677	0.104841243	0.178981328	0.054087587	0.154183272	0.110039302	0.09906266	0.223165842	0.193613252	0.141394243	0.079685041	0.100754433	0.091145368	0.207447362	0.080664412	0.224529207	0.09506217	0.0	0.060712265	0.178050701	0.098648553	0.069559918	0.081537527	0.147318076	0.200984432	0.095407276	0.116817181	0.12644879	0.179527135	0.144397658	0.153676563	0.125717227	0.11934843	0.160674357	0.182327656	0.098427217	0.128277546	0.140003568	0.160415077	0.200020098	0.242293964	0.126138263	0.145477346	0.143043514	0.147280548
72CMK8KO	0.199138181	0.14728765	0.204775582	0.230071639	0.148790865	0.165059188	0.145599	0.226132401	0.108945289	0.147075765	0.242253219	0.22809855	0.336266986	0.140676228	0.182482327	0.123881851	0.17933881	0.309274816	0.12892493	0.112644765	0.1149137	0.109508993	0.147909966	0.089369563	0.106544657	0.121883585	0.09004712	0.103664742	0.203769608	0.081446696	0.093582929	0.150714833	0.192300651	0.070394483	0.124268623	0.1735962	0.083980768	0.092561433	0.107543059	0.140109952	0.107790307	0.108165767	0.090430741	0.076633077	0.082055273	0.061288555	0.130413685	0.127845181	0.209655091	0.127569914	0.164907402	0.162860649	0.080127477	0.0872123	0.046538378	0.11403469	0.193110607	0.048393626	0.162989927	0.090467653	0.116069181	0.233048871	0.219001609	0.170388122	0.071089514	0.11494692	0.091362395	0.235264829	0.076598261	0.24688911	0.114024737	0.060712265	0.0	0.19378114	0.071139872	0.088739331	0.081626572	0.151427463	0.216057215	0.076325479	0.139384104	0.139252461	0.204037382	0.159151525	0.153965032	0.127458008	0.121713271	0.184939542	0.182806531	0.105749848	0.134730897	0.162591407	0.159466648	0.227816333	0.257504051	0.13353046	0.150526915	0.161703127	0.174283981
73CMK8WT	0.134039683	0.25001159	0.13041113	0.132467407	0.244825995	0.153075796	0.108544742	0.134314943	0.233901563	0.275112351	0.139012483	0.127543416	0.220237132	0.136215266	0.095446907	0.139507869	0.099056228	0.147272464	0.11317252	0.197632387	0.23238446	0.141708167	0.13260598	0.177858453	0.211574169	0.133628001	0.193373098	0.12926583	0.076609822	0.202026918	0.218302349	0.207657763	0.098781377	0.224899259	0.226592779	0.109488216	0.178726662	0.190849491	0.136766067	0.269478686	0.216123317	0.211163969	0.210376773	0.220549243	0.216055779	0.204771861	0.139605729	0.119408287	0.079935139	0.179884976	0.293778616	0.139682421	0.175084157	0.18188282	0.191204542	0.164044304	0.115872365	0.18372384	0.169001389	0.222952627	0.141088847	0.092837547	0.096006303	0.077154314	0.184872622	0.16740313	0.153042755	0.088289857	0.200552121	0.109950404	0.139710161	0.178050701	0.19378114	0.0	0.218223944	0.141314167	0.190364868	0.131784587	0.107572235	0.215224189	0.20628974	0.237265391	0.178309006	0.250225117	0.253331706	0.241203332	0.223922373	0.154551098	0.275310055	0.148655654	0.243444435	0.212376453	0.259200692	0.154257923	0.131611735	0.21330752	0.245727137	0.168470245	0.127057099
74CMK8KO	0.223304865	0.138892078	0.226684634	0.254301455	0.121509205	0.183164196	0.171546968	0.244297411	0.127631691	0.111262717	0.278012293	0.247224064	0.359578098	0.18416988	0.209798861	0.155085971	0.199686462	0.329986666	0.15055451	0.108616775	0.078244598	0.132887471	0.155473968	0.109008329	0.099702151	0.145370273	0.066127196	0.12689648	0.221811616	0.054082824	0.063593553	0.158503425	0.208503087	0.080415497	0.079425685	0.197324068	0.12062001	0.082670775	0.133156079	0.09232211	0.149441161	0.083153811	0.079677637	0.032534837	0.038320957	0.058357669	0.150325797	0.140711043	0.224235705	0.13636196	0.118547172	0.194391703	0.090447971	0.09241126	0.079710228	0.147498232	0.234691673	0.08073961	0.173235169	0.054827693	0.131490763	0.250265955	0.242172283	0.19255683	0.084854912	0.132573134	0.106221047	0.260447855	0.066394145	0.273212474	0.131772561	0.098648553	0.071139872	0.218223944	0.0	0.129589551	0.115885926	0.197471103	0.245081291	0.108329719	0.158709482	0.137926983	0.225725444	0.160653215	0.135288924	0.101251798	0.162102261	0.205146094	0.160362987	0.133314904	0.111199373	0.186468189	0.133656414	0.258359529	0.281136995	0.15253993	0.143237053	0.185171463	0.198672921
76CMK8WT	0.151327788	0.173826847	0.160408049	0.191350858	0.156849846	0.119982825	0.087988867	0.179994502	0.134462364	0.187986318	0.201259528	0.184765489	0.287210721	0.094730167	0.122637596	0.09841348	0.130615495	0.248320505	0.088684087	0.136198612	0.148442537	0.083680608	0.106055771	0.090052768	0.133435126	0.055209818	0.125307751	0.053065207	0.152468671	0.106410389	0.138202454	0.142973346	0.166078878	0.128947404	0.154842938	0.140891099	0.098854701	0.107782362	0.067235654	0.177631839	0.118337356	0.126221504	0.11782234	0.130728352	0.131377824	0.111604962	0.08608662	0.088122768	0.157175272	0.119070489	0.199070341	0.116617138	0.087129152	0.096045433	0.097010829	0.082614185	0.149986812	0.073895187	0.13358823	0.136774838	0.075702296	0.195628688	0.157364114	0.110446111	0.105090849	0.100172089	0.093557858	0.17597282	0.107125298	0.194352683	0.071604114	0.069559918	0.088739331	0.141314167	0.129589551	0.0	0.092751535	0.114902924	0.175523458	0.117207752	0.133892445	0.146314182	0.154553781	0.163474692	0.173543641	0.151740963	0.128230496	0.133800335	0.200384582	0.096092517	0.155847412	0.144286588	0.178942075	0.176107232	0.214923856	0.137339357	0.165311014	0.120808328	0.115754948
78CMK8KO	0.192089605	0.144010914	0.199478414	0.208438103	0.172371037	0.168639118	0.145776086	0.232492599	0.142165527	0.191260351	0.239535109	0.229043834	0.323382232	0.139704914	0.171255979	0.096134513	0.172258544	0.301126614	0.129336732	0.156703277	0.159720422	0.112050309	0.150552112	0.114877191	0.153953753	0.115077169	0.122842686	0.10433366	0.17621631	0.121905828	0.102954809	0.167347671	0.205366579	0.077067141	0.166595623	0.144862804	0.063509578	0.130770453	0.086166015	0.178622894	0.090642223	0.146245075	0.119548979	0.126687977	0.121429269	0.102259397	0.128365375	0.128145645	0.212531271	0.146381624	0.204927748	0.137786913	0.100900299	0.116707926	0.068957222	0.139374728	0.189869891	0.079215114	0.182569967	0.122513049	0.117544889	0.238083583	0.208908801	0.153383116	0.101534278	0.098274304	0.077743291	0.218168817	0.112647393	0.237882068	0.119296911	0.081537527	0.081626572	0.190364868	0.115885926	0.092751535	0.0	0.107735171	0.217507479	0.064423655	0.147067206	0.157888495	0.177886466	0.167978513	0.189202718	0.165989826	0.144481833	0.183439794	0.210970701	0.09977009	0.162528171	0.155725495	0.193180538	0.201218773	0.245349641	0.147676956	0.178702891	0.158283727	0.161235489
79CMK8KO	0.160445366	0.223195339	0.153169579	0.15386328	0.235769702	0.154733325	0.117344183	0.178442218	0.201279406	0.267515794	0.176091374	0.174035085	0.266223243	0.118295243	0.111924074	0.090771008	0.114184745	0.241271377	0.126358387	0.220013346	0.238778375	0.143792004	0.138502979	0.177729542	0.222425174	0.13175518	0.203875197	0.135977009	0.119122433	0.195533257	0.187888136	0.205874004	0.152718582	0.159389292	0.245854852	0.091539895	0.135672649	0.201499994	0.100746984	0.259999621	0.126961698	0.215357352	0.193227012	0.206809274	0.201127384	0.18273064	0.160740432	0.106455112	0.15288644	0.189402503	0.282222269	0.1149145	0.163170196	0.184411361	0.152896755	0.142828587	0.12520485	0.154117867	0.199158752	0.208817522	0.148587282	0.177754984	0.15395644	0.098525721	0.177490399	0.154201873	0.145423226	0.164561786	0.18720151	0.181850887	0.128087206	0.147318076	0.151427463	0.131784587	0.197471103	0.114902924	0.107735171	0.0	0.160824852	0.127308986	0.191859839	0.219975568	0.162536981	0.228875254	0.254857139	0.229903825	0.193148602	0.164444731	0.275800976	0.137398175	0.228156962	0.20902101	0.259271131	0.145580718	0.187137432	0.209820323	0.24173623	0.17111157	0.151596964
7CMK6KO	0.16573277	0.275483685	0.148105489	0.149297164	0.268415738	0.175666635	0.133348447	0.144055706	0.253286794	0.29831774	0.099428444	0.132012161	0.187625763	0.150335309	0.133821942	0.15247523	0.111985113	0.135199609	0.144671941	0.247079212	0.266270047	0.168699802	0.150235387	0.218023702	0.251983136	0.175377464	0.251715141	0.187223217	0.139788251	0.240194385	0.261474806	0.21903091	0.085520808	0.248518586	0.278730558	0.127766991	0.213707125	0.243701706	0.175369244	0.296929387	0.260522902	0.246323946	0.225489916	0.24516699	0.243358574	0.237807722	0.199266366	0.13516332	0.081820546	0.210914229	0.315503233	0.17291072	0.199996458	0.214385757	0.206021177	0.185764537	0.112641546	0.207933949	0.223870572	0.262713678	0.17812685	0.1034036	0.083143478	0.110841855	0.234094197	0.228726639	0.21388839	0.124154016	0.237402316	0.095429267	0.16476712	0.200984432	0.216057215	0.107572235	0.245081291	0.175523458	0.217507479	0.160824852	0.0	0.253171242	0.231738541	0.260680214	0.209183737	0.275877266	0.276388883	0.265951099	0.244504206	0.176621365	0.302528252	0.170355101	0.27300266	0.236791648	0.288074499	0.17223759	0.130036628	0.243637377	0.27458046	0.194647758	0.16211434
80CMK8WT	0.22407221	0.162896145	0.232595739	0.235829026	0.18933223	0.201984481	0.181766193	0.261479574	0.13601545	0.18916289	0.263742474	0.261096549	0.352531583	0.168834395	0.194318154	0.134744064	0.206175925	0.328443683	0.164217851	0.152524994	0.149178253	0.14646127	0.180339983	0.117539744	0.141957672	0.140760126	0.112412709	0.120418863	0.195552961	0.114415393	0.097717054	0.18773594	0.238137574	0.073749278	0.157576196	0.173429675	0.085193039	0.121517426	0.10975858	0.170963483	0.0621061	0.143154582	0.129415286	0.11893097	0.115350688	0.09647784	0.149373002	0.16347864	0.245450738	0.163022287	0.198365931	0.16230841	0.105247382	0.119597627	0.080664695	0.145021651	0.216655956	0.084385645	0.196031282	0.11295884	0.147555762	0.261961332	0.23986599	0.182936949	0.091222405	0.107782637	0.09540701	0.246904698	0.10229237	0.270225717	0.152707652	0.095407276	0.076325479	0.215224189	0.108329719	0.117207752	0.064423655	0.127308986	0.253171242	0.0	0.163507225	0.167358326	0.198241189	0.171439746	0.189410085	0.163236765	0.150034338	0.213851109	0.207783156	0.138813667	0.164454164	0.183617394	0.190868979	0.227268742	0.278474456	0.163907579	0.178937778	0.189943594	0.194830272
81CHE6WT	0.124987061	0.11565347	0.128251262	0.183900671	0.094459319	0.106164932	0.1480599	0.157302351	0.100578357	0.132230923	0.215162693	0.156168856	0.27498056	0.153079192	0.176163895	0.154902505	0.165554978	0.276189458	0.131344824	0.146882965	0.153094888	0.112557361	0.140163698	0.136902275	0.163390397	0.136848125	0.151879654	0.135917524	0.213049614	0.137837038	0.159169309	0.113709215	0.215714253	0.170477879	0.167890171	0.188913376	0.153107988	0.142522011	0.130758913	0.173389984	0.194941731	0.134061237	0.130280381	0.156299315	0.153881715	0.158098069	0.117259693	0.141212927	0.204481091	0.096680486	0.192132694	0.163247271	0.104445673	0.118943696	0.134111508	0.166581806	0.213677209	0.123591722	0.194480755	0.168293269	0.112062617	0.225215297	0.207868159	0.173514776	0.150437356	0.157071068	0.141279691	0.215294951	0.145330825	0.221827676	0.118584847	0.116817181	0.139384104	0.20628974	0.158709482	0.133892445	0.147067206	0.191859839	0.231738541	0.163507225	0.0	0.076205073	0.124635284	0.099709017	0.132048612	0.105014644	0.109182903	0.100487882	0.160827925	0.116343742	0.100023025	0.110931407	0.138044754	0.173512313	0.195146453	0.076781866	0.115088073	0.081821201	0.148532363
82CHE6WT	0.160503206	0.098400709	0.158322823	0.206274092	0.084820122	0.135628053	0.173578861	0.187716176	0.07979436	0.107323666	0.24240193	0.188590813	0.292919611	0.168802865	0.200358154	0.182197326	0.203716035	0.310650253	0.172982733	0.125955744	0.133671617	0.15146221	0.180083173	0.136414276	0.130103912	0.149263674	0.126817259	0.149213977	0.239596831	0.114882659	0.13966048	0.160585462	0.243158848	0.149079974	0.152173626	0.221206231	0.157735291	0.113237094	0.155850952	0.165368923	0.199941256	0.10907369	0.114811436	0.132311582	0.131685876	0.136526934	0.152950636	0.175060142	0.233662172	0.131833333	0.172791273	0.192756316	0.12043954	0.113666533	0.132646565	0.169668889	0.236017414	0.118613735	0.191279256	0.14519277	0.14339608	0.268129482	0.236800918	0.198556805	0.136384177	0.158055547	0.154541204	0.239192412	0.11410755	0.258682535	0.158104394	0.12644879	0.139252461	0.237265391	0.137926983	0.146314182	0.157888495	0.219975568	0.260680214	0.167358326	0.076205073	0.0	0.131060191	0.046672982	0.086785109	0.071364969	0.09472872	0.146504263	0.111350484	0.159886557	0.061944362	0.10425018	0.092275823	0.181787192	0.241451906	0.065436849	0.062782708	0.117183738	0.173595322
83CHE6KO	0.104841287	0.179200562	0.113119572	0.147805053	0.181292671	0.111936522	0.130026656	0.137430401	0.155644759	0.200354965	0.188631933	0.146634196	0.235722034	0.133284	0.145676781	0.138400221	0.156481052	0.258729832	0.13091739	0.218696383	0.232170604	0.145726321	0.146975062	0.197073715	0.229165935	0.140392389	0.217322454	0.16085329	0.17002665	0.207551302	0.218692865	0.196104709	0.192619111	0.217585505	0.248752145	0.163002902	0.188896918	0.206909093	0.138741583	0.261893988	0.198836271	0.205502543	0.201815107	0.220795617	0.225561683	0.224154117	0.160073903	0.137235199	0.182910903	0.171069148	0.272410658	0.128442337	0.175343685	0.1901668	0.193891564	0.169281828	0.190313199	0.186744944	0.197206513	0.234758067	0.148212531	0.219204311	0.184536197	0.143317206	0.21243643	0.179749626	0.184129947	0.182999525	0.207917869	0.202055214	0.152400157	0.179527135	0.204037382	0.178309006	0.225725444	0.154553781	0.177886466	0.162536981	0.209183737	0.198241189	0.124635284	0.131060191	0.0	0.122694413	0.172158152	0.15842987	0.133462997	0.103487212	0.193613119	0.156989096	0.155423613	0.123294725	0.178583256	0.106470253	0.184389923	0.12005313	0.150946083	0.103230003	0.124518477
84CHE6KO	0.173579666	0.115386841	0.172277337	0.212821512	0.109159632	0.155775407	0.185089797	0.202009182	0.10040842	0.132610466	0.25713789	0.207008901	0.300589607	0.180432711	0.208250946	0.19751094	0.217116809	0.316587985	0.191769975	0.143145204	0.154396579	0.170302128	0.204222439	0.156214184	0.14956434	0.156914834	0.147574415	0.166635043	0.239744977	0.135198395	0.153681442	0.182338058	0.25750123	0.161921252	0.176028768	0.232039337	0.171314359	0.127351002	0.16906375	0.186355919	0.202992398	0.123658778	0.137987372	0.155349222	0.155719524	0.156118622	0.160864354	0.196402122	0.249544204	0.146997365	0.194982163	0.19356248	0.138744674	0.134236209	0.150154279	0.188260219	0.248784562	0.137816467	0.206992088	0.16566657	0.161821508	0.28322399	0.244907982	0.210135715	0.155087141	0.168155633	0.171209834	0.241282612	0.130765478	0.265315741	0.179855174	0.144397658	0.159151525	0.250225117	0.160653215	0.163474692	0.167978513	0.228875254	0.275877266	0.171439746	0.099709017	0.046672982	0.122694413	0.0	0.091008243	0.090383847	0.104420564	0.161613669	0.110550498	0.179403085	0.078457948	0.096486016	0.096669443	0.18038322	0.254096748	0.082895297	0.069170252	0.13337518	0.17641276
85CHE6WT	0.180698339	0.149568806	0.192933686	0.231266523	0.088410787	0.166989002	0.191920816	0.200340003	0.088714313	0.113654869	0.257446675	0.208347816	0.312378392	0.199118632	0.227179869	0.219142279	0.236338274	0.325458532	0.205337202	0.135376009	0.13387865	0.183000553	0.207604358	0.149080413	0.132939567	0.163569077	0.14505795	0.176553868	0.273963704	0.11918566	0.152195177	0.189048679	0.254215349	0.170005093	0.155042629	0.259252094	0.19285687	0.117948913	0.188996873	0.1734248	0.222443523	0.115757511	0.135051153	0.134251677	0.136505777	0.146149461	0.174376237	0.199097637	0.245161447	0.153019404	0.176746062	0.225642335	0.145859319	0.141728798	0.155687554	0.188966416	0.258919403	0.141645944	0.206581745	0.152532697	0.169102079	0.283574515	0.259463589	0.225881124	0.155746288	0.193526404	0.188938757	0.259837045	0.125575423	0.280428214	0.186765143	0.153676563	0.153965032	0.253331706	0.135288924	0.173543641	0.189202718	0.254857139	0.276388883	0.189410085	0.132048612	0.086785109	0.172158152	0.091008243	0.0	0.052258714	0.086826445	0.165147974	0.061965701	0.193998524	0.063073263	0.086155451	0.040257962	0.191723683	0.256605509	0.099833742	0.049041085	0.152263785	0.189289021
86CHE6WT	0.169423029	0.127579898	0.177708018	0.221371475	0.066814229	0.147484218	0.179726356	0.190817029	0.065375809	0.079760633	0.249992983	0.200121356	0.308443206	0.188805316	0.219006807	0.194844745	0.218061928	0.330307738	0.176234212	0.117093085	0.107391852	0.157074595	0.1797643	0.126095003	0.112937501	0.154005567	0.114878902	0.150769296	0.254921832	0.092057372	0.123564587	0.159928443	0.238217017	0.143812783	0.123250737	0.23379192	0.170414472	0.101883025	0.163994821	0.14280171	0.197930745	0.099612205	0.106203523	0.098905901	0.103135181	0.116226125	0.159741337	0.168774983	0.234941849	0.134380716	0.14769049	0.211608583	0.117421447	0.11538804	0.131872068	0.166451818	0.252756045	0.11695845	0.190968045	0.122642175	0.146578747	0.272173761	0.252568403	0.20936516	0.130135776	0.167915734	0.159077599	0.262659269	0.104390001	0.276394776	0.157276135	0.125717227	0.127458008	0.241203332	0.101251798	0.151740963	0.165989826	0.229903825	0.265951099	0.163236765	0.105014644	0.071364969	0.15842987	0.090383847	0.052258714	0.0	0.079999205	0.147738976	0.091290145	0.16820573	0.037235003	0.114498085	0.063216386	0.186374189	0.248299667	0.082787094	0.065085751	0.134192157	0.193114617
87CHE6KO	0.152755652	0.159392525	0.158416067	0.198700066	0.128123514	0.141639111	0.163422021	0.174543756	0.076839154	0.142365354	0.215076064	0.183364709	0.287807969	0.155399769	0.196140852	0.173873572	0.204250249	0.307690483	0.172022415	0.154260126	0.168008143	0.151915618	0.179821155	0.118997492	0.14888562	0.132531474	0.164195749	0.138240133	0.234847989	0.146048381	0.177628962	0.173566144	0.22664892	0.167240972	0.184250626	0.223587275	0.147724905	0.142559904	0.154665932	0.203218045	0.1628877	0.152776888	0.143368532	0.160422168	0.164159506	0.154449398	0.152149888	0.170388762	0.221861458	0.144449143	0.209609055	0.192471582	0.133299786	0.135501973	0.135349881	0.138688371	0.21019497	0.119564239	0.183830542	0.179198304	0.140090646	0.259519714	0.233752774	0.191628047	0.145945589	0.161749383	0.1580488	0.238922192	0.147845972	0.254445651	0.157866438	0.11934843	0.121713271	0.223922373	0.162102261	0.128230496	0.144481833	0.193148602	0.244504206	0.150034338	0.109182903	0.09472872	0.133462997	0.104420564	0.086826445	0.079999205	0.0	0.133298427	0.125341586	0.162027041	0.089793988	0.085760626	0.094660651	0.147179974	0.229861466	0.084621757	0.085231586	0.12401989	0.171399476
88CHE6KO	0.074501273	0.17444006	0.08396647	0.139069407	0.148245749	0.069635422	0.10507547	0.110469971	0.142929851	0.178963333	0.164681709	0.114248072	0.227387052	0.122839074	0.126831503	0.134474789	0.126768036	0.233927546	0.105091468	0.195140935	0.202427792	0.121207255	0.108446674	0.179102801	0.210119843	0.127573861	0.202552068	0.144269482	0.156959422	0.187990294	0.208808129	0.157064345	0.163120329	0.218362925	0.216799003	0.152160904	0.18768054	0.193338105	0.132491125	0.233494952	0.218988777	0.186695221	0.176930935	0.202123803	0.201305355	0.206026379	0.133866557	0.106061341	0.155628173	0.147790322	0.246009084	0.124654971	0.153217671	0.168039976	0.181232228	0.150398914	0.179719431	0.172889914	0.171575665	0.217757667	0.122699751	0.177161117	0.158863971	0.128307968	0.200250416	0.183369384	0.173023795	0.171435983	0.192984937	0.179240362	0.108075215	0.160674357	0.184939542	0.154551098	0.205146094	0.133800335	0.183439794	0.164444731	0.176621365	0.213851109	0.100487882	0.146504263	0.103487212	0.161613669	0.165147974	0.147738976	0.133298427	0.0	0.198107227	0.130187862	0.148390425	0.130507857	0.176378464	0.131931371	0.132451647	0.127062696	0.160524111	0.070926825	0.114355129
89CHE6WT	0.209790586	0.173914825	0.221935029	0.253108272	0.117298698	0.199397683	0.223229301	0.223867298	0.127390884	0.133776288	0.283542922	0.236310187	0.327570287	0.224406969	0.250196078	0.24142926	0.259137731	0.342195017	0.227291811	0.164971252	0.146467453	0.207186524	0.237520711	0.180397008	0.166189826	0.19411649	0.163116197	0.204803519	0.289716379	0.146368641	0.156683832	0.219202228	0.285280396	0.191325734	0.166715112	0.275820169	0.216204017	0.149741674	0.210137232	0.185768961	0.242451082	0.14226736	0.169298842	0.150915702	0.155347702	0.17333758	0.198281318	0.228893	0.275074554	0.183651015	0.189497287	0.241150076	0.177184426	0.172138145	0.183605965	0.220163641	0.28256058	0.170336353	0.233875584	0.159897382	0.195182356	0.309280966	0.272868592	0.247893721	0.181115023	0.212519125	0.211100966	0.271701916	0.151731458	0.290829033	0.212150698	0.182327656	0.182806531	0.275310055	0.160362987	0.200384582	0.210970701	0.275800976	0.302528252	0.207783156	0.160827925	0.111350484	0.193613119	0.110550498	0.061965701	0.091290145	0.125341586	0.198107227	0.0	0.217315503	0.084835926	0.101115276	0.049439615	0.211267662	0.277198338	0.130571283	0.077002284	0.181588216	0.210338104
